project_id,district,total_land_parcels,acquired_land_parcels,pending_land_parcels,total_landowners,compensation_pending,legal_cases,documents_pending,approval_pending_days,objections_count,survey_completed_percent,current_stage,previous_delay_days,land_pending_percent,delay_status
LA102447,Ahmedabad,1172,836,336,1322,264,11,7,6,16,84.2,Acquisition,5,28.67,No
LA102448,Bhavnagar,987,453,534,871,73,6,13,0,18,70.6,Compensation,15,54.1,Yes
LA102449,Jamnagar,1179,589,590,1150,205,5,13,53,16,67.1,Compensation,24,50.04,Yes
LA102450,Patan,299,192,107,296,211,4,11,25,17,73.4,Acquisition,0,35.79,No
LA102451,Vadodara,1268,1059,209,971,369,8,12,0,15,88.4,Handover,1,16.48,Yes
LA102452,Banaskantha,1341,961,380,1117,205,5,10,22,16,85.7,Acquisition,85,28.34,No
LA102453,Morbi,187,140,47,173,11,5,10,9,4,92.8,Acquisition,26,25.13,Yes
LA102454,Sabarkantha,731,475,256,799,147,3,7,71,13,76.3,Compensation,51,35.02,No
LA102455,Banaskantha,1254,961,293,1768,1156,6,3,10,22,91.0,Handover,4,23.37,No
LA102456,Gandhinagar,740,506,234,766,228,4,10,2,9,89.5,Acquisition,29,31.62,No
LA102457,Rajkot,1269,969,300,1533,290,1,9,6,31,84.7,Handover,21,23.64,No
LA102458,Mehsana,1407,787,620,1796,361,3,17,7,27,68.7,Compensation,23,44.07,No
LA102459,Patan,738,383,355,481,249,4,8,20,15,75.3,Objection,10,48.1,Yes
LA102460,Bhavnagar,136,56,80,155,80,3,7,0,3,61.4,Compensation,0,58.82,No
LA102461,Junagadh,543,432,111,534,306,7,7,15,7,92.2,Acquisition,40,20.44,No
LA102462,Ahmedabad,362,100,262,386,142,2,15,9,12,56.8,Objection,14,72.38,Yes
LA102463,Gandhinagar,737,436,301,431,67,4,6,0,7,78.5,Acquisition,10,40.84,No
LA102464,Vadodara,899,508,391,1228,434,4,9,135,22,63.6,Objection,0,43.49,Yes
LA102465,Navsari,723,433,290,1018,101,5,9,2,16,77.0,Acquisition,43,40.11,No
LA102466,Kheda,333,183,150,184,84,0,9,55,11,75.2,Compensation,11,45.05,No
LA102467,Jamnagar,486,361,125,360,79,3,13,60,6,75.7,Acquisition,97,25.72,Yes
LA102468,Junagadh,1035,888,147,737,251,6,11,29,25,93.0,Acquisition,0,14.2,Yes
LA102469,Amreli,89,63,26,112,52,4,10,16,6,76.4,Compensation,29,29.21,No
LA102470,Amreli,360,109,251,392,109,4,8,48,6,52.6,Objection,0,69.72,Yes
LA102471,Gandhinagar,1344,609,735,954,234,5,10,22,17,61.7,Objection,35,54.69,Yes
LA102472,Mehsana,193,120,73,248,82,2,8,13,9,74.5,Compensation,6,37.82,No
LA102473,Kheda,651,426,225,565,110,3,8,9,9,75.4,Compensation,16,34.56,No
LA102474,Kheda,350,252,98,338,95,3,6,5,7,62.7,Acquisition,33,28.0,No
LA102475,Panchmahal,201,121,80,181,81,4,7,24,2,72.0,Acquisition,34,39.8,No
LA102476,Banaskantha,663,573,90,676,248,6,1,11,15,86.8,Handover,32,13.57,No
LA102477,Rajkot,806,683,123,792,275,6,6,7,14,74.3,Handover,0,15.26,No
LA102478,Bhavnagar,305,268,37,243,51,5,4,12,7,82.5,Handover,49,12.13,No
LA102479,Junagadh,162,93,69,151,114,4,6,0,9,68.7,Acquisition,1,42.59,Yes
LA102480,Anand,245,165,80,335,137,1,5,26,12,68.7,Acquisition,36,32.65,No
LA102481,Junagadh,995,558,437,998,714,5,7,7,14,67.8,Objection,13,43.92,Yes
LA102482,Patan,1298,990,308,1784,629,5,6,0,22,87.8,Handover,36,23.73,No
LA102483,Banaskantha,311,230,81,325,131,6,5,0,7,77.5,Acquisition,19,26.05,No
LA102484,Anand,514,450,64,638,228,3,8,47,13,89.7,Handover,0,12.45,No
LA102485,Jamnagar,548,390,158,446,280,2,4,14,4,78.2,Compensation,0,28.83,Yes
LA102486,Ahmedabad,573,237,336,723,66,6,7,116,11,57.1,Compensation,0,58.64,Yes
LA102487,Kheda,404,242,162,318,173,4,8,25,5,76.8,Compensation,11,40.1,No
LA102488,Rajkot,130,46,84,74,18,0,11,24,2,61.0,Objection,36,64.62,Yes
LA102489,Navsari,812,591,221,564,66,6,3,44,17,82.8,Acquisition,7,27.22,No
LA102490,Sabarkantha,568,366,202,323,85,0,4,28,9,74.5,Compensation,58,35.56,No
LA102491,Bharuch,546,422,124,766,342,8,11,0,14,80.7,Compensation,46,22.71,No
LA102492,Rajkot,434,225,209,629,274,4,7,0,5,78.4,Acquisition,78,48.16,Yes
LA102493,Navsari,1398,1034,364,1728,324,9,4,41,32,84.4,Acquisition,18,26.04,Yes
LA102494,Junagadh,935,501,434,605,124,3,10,46,11,68.5,Compensation,0,46.42,No
LA102495,Kheda,657,278,379,893,326,5,13,13,11,56.9,Objection,34,57.69,Yes
LA102496,Ahmedabad,348,295,53,424,153,3,11,89,7,83.8,Handover,8,15.23,Yes
LA102497,Gandhinagar,1212,1054,158,1029,282,4,6,38,20,85.5,Acquisition,22,13.04,Yes
LA102498,Ahmedabad,1339,868,471,1342,701,5,12,15,20,67.7,Acquisition,2,35.18,Yes
LA102499,Valsad,96,69,27,110,37,3,8,2,6,82.7,Acquisition,7,28.12,No
LA102500,Kheda,1398,1091,307,799,153,6,14,66,9,90.8,Acquisition,37,21.96,No
LA102501,Anand,1064,649,415,1065,427,2,13,0,13,62.5,Compensation,2,39.0,No
LA102502,Sabarkantha,194,171,23,235,92,5,7,88,6,82.7,Acquisition,4,11.86,No
LA102503,Morbi,1142,1082,60,822,83,5,7,45,22,89.7,Handover,23,5.25,No
LA102504,Anand,205,140,65,195,39,4,7,0,7,75.8,Compensation,20,31.71,Yes
LA102505,Jamnagar,123,91,32,127,46,4,7,14,9,84.7,Acquisition,11,26.02,No
LA102506,Rajkot,217,129,88,263,120,4,10,12,7,65.9,Acquisition,9,40.55,No
LA102507,Ahmedabad,717,644,73,1017,208,4,10,47,17,92.9,Handover,0,10.18,No
LA102508,Junagadh,948,229,719,1245,122,3,13,3,17,43.4,Objection,27,75.84,Yes
LA102509,Navsari,641,408,233,711,187,4,7,58,11,77.7,Compensation,0,36.35,Yes
LA102510,Morbi,226,213,13,243,17,2,2,72,10,75.9,Handover,25,5.75,No
LA102511,Kheda,338,153,185,369,119,1,10,10,5,62.8,Compensation,88,54.73,Yes
LA102512,Mehsana,1286,991,295,1338,395,7,15,0,25,80.4,Acquisition,65,22.94,No
LA102513,Junagadh,1446,818,628,873,218,5,10,80,15,74.1,Compensation,28,43.43,Yes
LA102514,Kheda,1144,666,478,1348,408,7,6,25,14,72.1,Compensation,15,41.78,Yes
LA102515,Surat,200,128,72,239,78,1,8,8,8,84.7,Acquisition,28,36.0,Yes
LA102516,Sabarkantha,1239,602,637,1253,108,6,6,80,21,70.5,Objection,4,51.41,Yes
LA102517,Valsad,1054,845,209,1405,368,6,13,7,22,85.4,Handover,4,19.83,No
LA102518,Junagadh,813,620,193,939,311,8,13,104,16,82.9,Handover,61,23.74,Yes
LA102519,Junagadh,257,203,54,225,54,2,6,14,6,73.2,Acquisition,10,21.01,No
LA102520,Jamnagar,1496,724,772,849,203,2,10,14,10,61.7,Objection,7,51.6,No
LA102521,Mehsana,692,547,145,417,209,4,15,7,5,88.6,Acquisition,10,20.95,Yes
LA102522,Gandhinagar,114,69,45,99,51,0,7,11,2,73.3,Compensation,7,39.47,No
LA102523,Rajkot,354,243,111,342,77,3,5,8,6,89.4,Acquisition,0,31.36,No
LA102524,Ahmedabad,632,509,123,443,142,2,7,5,8,85.9,Acquisition,22,19.46,No
LA102525,Banaskantha,140,78,62,101,21,4,4,34,9,70.3,Acquisition,110,44.29,Yes
LA102526,Vadodara,520,265,255,394,198,4,9,73,5,77.5,Compensation,0,49.04,Yes
LA102527,Morbi,729,644,85,913,90,7,6,48,9,88.3,Handover,45,11.66,No
LA102528,Anand,1426,944,482,1774,831,7,7,0,37,83.5,Compensation,63,33.8,Yes
LA102529,Amreli,175,107,68,157,48,3,5,7,13,70.7,Compensation,13,38.86,No
LA102530,Morbi,887,587,300,625,62,3,7,0,11,74.9,Compensation,4,33.82,No
LA102531,Kheda,1378,1075,303,895,473,5,5,9,15,87.1,Acquisition,62,21.99,Yes
LA102532,Gandhinagar,1219,741,478,766,452,4,13,6,13,82.5,Acquisition,4,39.21,No
LA102533,Banaskantha,1392,1147,245,1256,452,4,6,17,19,80.3,Acquisition,18,17.6,No
LA102534,Bhavnagar,297,140,157,176,38,1,4,35,3,67.5,Compensation,3,52.86,No
LA102535,Surat,1212,620,592,1031,163,3,11,16,9,86.9,Acquisition,57,48.84,Yes
LA102536,Kheda,1469,1299,170,2079,448,8,7,9,15,90.8,Handover,6,11.57,No
LA102537,Ahmedabad,523,474,49,527,167,5,7,41,7,93.2,Handover,4,9.37,No
LA102538,Amreli,773,480,293,997,605,6,5,9,14,85.4,Acquisition,75,37.9,No
LA102539,Mehsana,820,513,307,546,101,4,11,0,12,74.9,Acquisition,25,37.44,No
LA102540,Vadodara,766,513,253,606,155,3,9,0,10,69.1,Acquisition,5,33.03,No
LA102541,Amreli,470,244,226,659,230,4,12,47,11,52.3,Compensation,3,48.09,No
LA102542,Kheda,1458,903,555,1305,180,4,7,112,18,68.7,Compensation,10,38.07,Yes
LA102543,Sabarkantha,1437,1247,190,1629,1069,3,10,52,27,89.5,Handover,1,13.22,Yes
LA102544,Gandhinagar,602,397,205,860,209,1,7,25,14,71.4,Compensation,5,34.05,Yes
LA102545,Mehsana,1218,845,373,1274,129,7,7,0,19,82.4,Acquisition,53,30.62,No
LA102546,Ahmedabad,626,323,303,516,143,6,13,53,10,74.9,Compensation,0,48.4,No
LA102547,Navsari,1203,865,338,1238,203,2,7,89,21,85.8,Handover,13,28.1,No
LA102548,Ahmedabad,898,557,341,538,251,4,12,17,12,64.1,Objection,0,37.97,No
LA102549,Valsad,732,594,138,477,95,6,12,12,17,81.7,Acquisition,39,18.85,No
LA102550,Rajkot,235,184,51,131,19,5,9,16,6,87.3,Handover,3,21.7,No
LA102551,Mehsana,999,498,501,1344,482,5,6,2,18,66.3,Compensation,22,50.15,Yes
LA102552,Navsari,515,367,148,594,209,4,6,58,10,67.0,Acquisition,60,28.74,No
LA102553,Navsari,364,262,102,298,51,5,6,68,4,82.4,Handover,43,28.02,Yes
LA102554,Rajkot,330,280,50,247,85,1,4,6,5,89.5,Handover,11,15.15,No
LA102555,Kheda,1474,699,775,1717,286,4,14,0,33,72.1,Compensation,0,52.58,Yes
LA102556,Sabarkantha,199,149,50,274,92,1,7,26,5,86.7,Acquisition,17,25.13,No
LA102557,Kheda,1208,934,274,990,255,4,11,1,14,78.5,Handover,86,22.68,No
LA102558,Surat,1306,522,784,1096,87,6,17,82,13,66.8,Compensation,4,60.03,Yes
LA102559,Mehsana,95,79,16,125,41,4,7,21,11,93.9,Acquisition,14,16.84,No
LA102560,Mehsana,905,628,277,1225,59,6,11,2,12,77.4,Acquisition,32,30.61,No
LA102561,Anand,887,848,39,1218,139,3,6,27,21,92.1,Handover,1,4.4,No
LA102562,Amreli,570,521,49,464,84,5,9,34,11,92.3,Handover,14,8.6,No
LA102563,Sabarkantha,1017,936,81,669,27,5,8,35,12,86.4,Handover,19,7.96,No
LA102564,Gandhinagar,642,549,93,607,222,3,9,44,13,88.3,Acquisition,118,14.49,Yes
LA102565,Ahmedabad,687,435,252,561,137,4,4,10,11,67.4,Acquisition,0,36.68,Yes
LA102566,Mehsana,676,335,341,910,392,6,7,14,19,71.8,Compensation,36,50.44,Yes
LA102567,Ahmedabad,1211,352,859,706,61,5,20,25,11,53.3,Notification,14,70.93,No
LA102568,Jamnagar,968,720,248,1085,719,7,3,29,25,70.3,Compensation,46,25.62,Yes
LA102569,Navsari,599,352,247,818,271,7,8,14,11,75.6,Acquisition,0,41.24,Yes
LA102570,Bhavnagar,1394,982,412,1992,876,8,9,15,18,87.1,Handover,26,29.56,Yes
LA102571,Banaskantha,1213,590,623,1377,183,8,14,106,12,83.3,Objection,36,51.36,Yes
LA102572,Valsad,1403,1257,146,1971,742,7,7,35,37,89.9,Handover,41,10.41,Yes
LA102573,Mehsana,1109,527,582,685,140,4,12,24,15,71.4,Compensation,5,52.48,No
LA102574,Ahmedabad,618,323,295,540,33,3,9,3,4,73.0,Compensation,4,47.73,Yes
LA102575,Bhavnagar,1171,763,408,653,154,2,7,0,13,67.3,Acquisition,0,34.84,No
LA102576,Mehsana,527,183,344,755,116,2,8,33,17,69.7,Objection,7,65.28,Yes
LA102577,Sabarkantha,443,358,85,604,157,3,8,41,12,79.2,Acquisition,8,19.19,No
LA102578,Sabarkantha,704,459,245,405,75,6,14,27,7,84.9,Compensation,35,34.8,No
LA102579,Patan,1456,950,506,825,215,4,10,50,12,78.7,Compensation,3,34.75,No
LA102580,Junagadh,874,458,416,769,143,6,4,37,13,72.7,Compensation,0,47.6,No
LA102581,Patan,606,320,286,474,144,9,9,27,10,78.1,Objection,0,47.19,No
LA102582,Vadodara,720,442,278,945,267,6,17,15,22,80.8,Compensation,0,38.61,No
LA102583,Surat,472,248,224,328,42,7,10,0,6,73.4,Compensation,0,47.46,Yes
LA102584,Mehsana,1005,389,616,1268,283,5,16,29,18,64.3,Objection,10,61.29,Yes
LA102585,Banaskantha,558,282,276,585,236,6,10,12,10,49.8,Objection,20,49.46,No
LA102586,Junagadh,854,409,445,760,245,5,10,17,10,70.4,Compensation,41,52.11,No
LA102587,Valsad,586,335,251,399,104,4,12,15,6,87.3,Acquisition,60,42.83,No
LA102588,Surat,515,197,318,746,98,5,12,67,14,71.5,Compensation,0,61.75,No
LA102589,Patan,1457,948,509,1612,312,7,10,64,20,73.2,Acquisition,3,34.93,Yes
LA102590,Amreli,551,225,326,521,87,7,10,36,6,70.9,Objection,1,59.17,Yes
LA102591,Vadodara,152,95,57,134,27,3,7,29,2,76.4,Acquisition,17,37.5,No
LA102592,Vadodara,599,533,66,818,317,1,6,10,10,81.0,Acquisition,37,11.02,No
LA102593,Navsari,822,402,420,1060,268,5,8,17,16,60.8,Objection,31,51.09,Yes
LA102594,Patan,187,121,66,239,30,2,8,23,14,73.9,Acquisition,23,35.29,No
LA102595,Banaskantha,493,276,217,545,217,1,8,29,5,73.8,Acquisition,26,44.02,No
LA102596,Anand,290,189,101,391,152,2,9,39,14,77.5,Acquisition,0,34.83,Yes
LA102597,Amreli,776,485,291,636,340,7,7,15,12,76.8,Acquisition,0,37.5,No
LA102598,Navsari,1099,822,277,1300,220,10,7,6,19,83.3,Acquisition,37,25.2,Yes
LA102599,Surat,1455,1310,145,1330,66,7,4,8,24,84.9,Handover,0,9.97,No
LA102600,Jamnagar,614,473,141,669,153,6,6,1,12,92.0,Handover,51,22.96,Yes
LA102601,Vadodara,1302,701,601,1886,448,9,7,34,37,74.1,Acquisition,1,46.16,No
LA102602,Banaskantha,361,254,107,518,111,4,5,0,15,82.8,Compensation,35,29.64,No
LA102603,Anand,1182,790,392,1195,611,8,7,92,17,70.0,Acquisition,8,33.16,Yes
LA102604,Panchmahal,866,505,361,924,212,2,6,56,19,74.1,Compensation,7,41.69,Yes
LA102605,Junagadh,1150,655,495,1561,641,7,6,38,19,67.3,Compensation,87,43.04,Yes
LA102606,Navsari,1146,920,226,1647,314,7,7,30,28,86.4,Handover,23,19.72,No
LA102607,Mehsana,822,806,16,1028,248,4,7,43,5,90.2,Handover,30,1.95,No
LA102608,Patan,423,334,89,257,23,2,2,0,7,81.5,Acquisition,0,21.04,No
LA102609,Surat,813,476,337,683,46,5,11,0,10,79.2,Compensation,22,41.45,No
LA102610,Jamnagar,1249,184,1065,1695,371,9,14,19,28,51.2,Notification,71,85.27,Yes
LA102611,Navsari,1458,1106,352,1810,134,4,7,8,27,85.7,Acquisition,0,24.14,No
LA102612,Rajkot,1395,666,729,1699,628,5,9,0,20,67.8,Compensation,30,52.26,Yes
LA102613,Banaskantha,313,239,74,360,144,6,8,36,9,91.9,Handover,6,23.64,Yes
LA102614,Anand,916,437,479,846,285,6,9,0,17,70.4,Compensation,22,52.29,Yes
LA102615,Ahmedabad,201,125,76,183,102,10,12,14,5,79.3,Acquisition,97,37.81,Yes
LA102616,Sabarkantha,1020,690,330,1304,372,8,6,19,22,84.4,Compensation,18,32.35,Yes
LA102617,Surat,1489,1090,399,1213,123,2,6,9,14,85.7,Acquisition,78,26.8,No
LA102618,Anand,126,90,36,147,67,1,7,0,8,89.3,Handover,31,28.57,No
LA102619,Sabarkantha,1002,529,473,1206,406,4,8,53,19,72.5,Compensation,7,47.21,Yes
LA102620,Navsari,1421,1034,387,1862,938,5,22,48,16,79.4,Acquisition,37,27.23,Yes
LA102621,Bharuch,1279,782,497,1072,325,5,10,14,19,73.6,Acquisition,9,38.86,Yes
LA102622,Sabarkantha,619,287,332,754,460,4,13,9,11,60.0,Objection,58,53.63,Yes
LA102623,Patan,200,152,48,129,34,3,6,38,1,87.5,Acquisition,7,24.0,No
LA102624,Morbi,1390,1016,374,937,339,4,8,39,13,92.7,Handover,46,26.91,No
LA102625,Amreli,1386,1286,100,1283,141,2,7,16,16,89.4,Handover,16,7.22,No
LA102626,Navsari,890,826,64,534,129,2,6,0,10,84.0,Acquisition,15,7.19,No
LA102627,Jamnagar,1470,878,592,2062,524,6,6,0,28,61.0,Compensation,20,40.27,Yes
LA102628,Morbi,56,18,38,76,12,2,11,0,6,63.2,Objection,22,67.86,No
LA102629,Ahmedabad,944,593,351,561,127,2,3,0,8,81.2,Acquisition,63,37.18,No
LA102630,Amreli,105,89,16,137,9,3,5,17,5,88.6,Handover,5,15.24,No
LA102631,Patan,1407,848,559,1418,611,7,17,0,22,79.7,Compensation,6,39.73,Yes
LA102632,Navsari,1037,749,288,1225,170,4,7,22,21,90.2,Acquisition,1,27.77,No
LA102633,Bhavnagar,1375,451,924,1854,867,6,17,13,22,60.2,Objection,3,67.2,Yes
LA102634,Mehsana,866,456,410,926,296,0,9,11,19,69.2,Acquisition,0,47.34,Yes
LA102635,Navsari,170,106,64,111,19,4,13,73,3,82.2,Compensation,25,37.65,Yes
LA102636,Jamnagar,88,29,59,49,23,0,9,0,5,69.9,Objection,25,67.05,Yes
LA102637,Junagadh,536,350,186,535,143,2,3,9,6,66.8,Compensation,0,34.7,No
LA102638,Junagadh,1128,924,204,1584,401,9,9,42,16,88.8,Acquisition,8,18.09,Yes
LA102639,Banaskantha,269,74,195,287,56,3,9,5,1,55.2,Notification,13,72.49,No
LA102640,Amreli,1286,1041,245,1139,281,6,10,0,22,83.8,Handover,5,19.05,No
LA102641,Bhavnagar,397,272,125,229,23,3,5,86,7,79.2,Acquisition,3,31.49,No
LA102642,Junagadh,770,646,124,1058,453,2,5,43,16,83.8,Handover,60,16.1,Yes
LA102643,Junagadh,344,306,38,290,58,3,6,93,11,92.3,Acquisition,29,11.05,No
LA102644,Rajkot,725,473,252,859,368,3,8,46,11,84.4,Acquisition,55,34.76,Yes
LA102645,Jamnagar,706,612,94,829,589,5,5,31,13,90.9,Handover,34,13.31,Yes
LA102646,Navsari,57,38,19,44,22,5,4,24,3,72.3,Compensation,3,33.33,No
LA102647,Surat,873,675,198,530,169,2,2,6,10,78.8,Acquisition,40,22.68,No
LA102648,Surat,1191,1007,184,1068,458,8,5,8,16,85.9,Acquisition,18,15.45,Yes
LA102649,Morbi,1408,1118,290,1176,244,5,9,16,17,71.3,Compensation,10,20.6,No
LA102650,Vadodara,529,440,89,624,234,3,5,2,11,85.0,Handover,35,16.82,No
LA102651,Amreli,1327,691,636,1709,205,6,14,43,21,72.5,Objection,5,47.93,Yes
LA102652,Panchmahal,1325,878,447,994,543,4,11,15,16,76.7,Acquisition,44,33.74,No
LA102653,Banaskantha,1484,898,586,1522,499,5,17,17,30,82.6,Compensation,16,39.49,Yes
LA102654,Ahmedabad,591,550,41,347,100,3,4,15,13,91.8,Acquisition,27,6.94,No
LA102655,Surat,1284,664,620,954,110,1,12,48,16,72.8,Acquisition,9,48.29,No
LA102656,Junagadh,869,847,22,1074,300,1,6,37,16,86.4,Handover,34,2.53,No
LA102657,Gandhinagar,134,74,60,169,63,3,8,0,7,70.9,Compensation,4,44.78,No
LA102658,Kheda,442,252,190,552,80,3,7,27,11,70.3,Compensation,21,42.99,Yes
LA102659,Bharuch,1025,510,515,695,85,7,15,26,11,67.4,Compensation,12,50.24,No
LA102660,Amreli,283,177,106,296,53,4,7,75,9,81.3,Acquisition,68,37.46,No
LA102661,Valsad,680,462,218,633,461,2,10,30,14,84.7,Acquisition,0,32.06,Yes
LA102662,Navsari,1174,973,201,1693,199,7,7,3,28,91.4,Handover,13,17.12,No
LA102663,Morbi,267,112,155,304,70,3,6,30,8,56.0,Compensation,0,58.05,Yes
LA102664,Sabarkantha,770,387,383,1072,305,2,13,6,14,67.5,Acquisition,27,49.74,Yes
LA102665,Morbi,361,225,136,246,17,4,8,28,4,72.0,Acquisition,29,37.67,Yes
LA102666,Amreli,828,497,331,791,227,5,6,29,15,77.6,Acquisition,9,39.98,Yes
LA102667,Navsari,399,251,148,497,98,6,11,56,10,75.2,Compensation,43,37.09,No
LA102668,Valsad,1450,1263,187,1278,397,9,8,35,29,81.2,Acquisition,15,12.9,No
LA102669,Amreli,161,101,60,180,79,3,6,48,7,80.1,Compensation,70,37.27,Yes
LA102670,Jamnagar,1448,939,509,1463,406,9,10,62,24,79.8,Acquisition,0,35.15,Yes
LA102671,Kheda,1199,534,665,1730,510,7,13,16,28,69.0,Compensation,17,55.46,Yes
LA102672,Bhavnagar,1291,453,838,912,380,7,16,45,17,52.9,Objection,22,64.91,Yes
LA102673,Jamnagar,1285,771,514,1788,431,7,5,2,28,69.1,Compensation,46,40.0,Yes
LA102674,Surat,322,212,110,293,186,7,11,2,11,82.6,Acquisition,19,34.16,Yes
LA102675,Surat,1401,860,541,1361,537,7,8,22,21,84.2,Acquisition,35,38.62,Yes
LA102676,Ahmedabad,912,607,305,935,158,5,9,43,21,75.3,Acquisition,24,33.44,Yes
LA102677,Vadodara,1446,849,597,1141,374,7,18,44,20,67.1,Compensation,14,41.29,Yes
LA102678,Mehsana,1324,1022,302,1876,312,11,9,46,20,82.7,Compensation,39,22.81,Yes
LA102679,Anand,891,235,656,1221,535,4,18,5,15,53.1,Objection,4,73.63,Yes
LA102680,Surat,593,522,71,845,211,11,6,24,10,85.6,Handover,15,11.97,No
LA102681,Valsad,220,162,58,318,156,6,8,13,7,89.6,Acquisition,28,26.36,Yes
LA102682,Amreli,196,120,76,226,55,2,4,71,9,83.0,Compensation,13,38.78,No
LA102683,Surat,615,323,292,588,116,3,14,26,11,56.3,Compensation,27,47.48,No
LA102684,Gandhinagar,1226,1075,151,1613,296,4,5,48,25,85.7,Acquisition,0,12.32,No
LA102685,Vadodara,783,558,225,447,190,5,7,26,17,85.7,Acquisition,45,28.74,No
LA102686,Patan,749,452,297,974,326,4,12,14,12,80.5,Compensation,30,39.65,No
LA102687,Bhavnagar,404,288,116,403,119,8,12,18,5,78.9,Handover,0,28.71,No
LA102688,Amreli,868,312,556,1003,457,2,17,8,18,62.7,Objection,9,64.06,Yes
LA102689,Bhavnagar,975,956,19,864,293,5,10,12,17,91.6,Handover,62,1.95,No
LA102690,Bhavnagar,1475,809,666,1301,690,9,12,40,20,77.3,Compensation,32,45.15,Yes
LA102691,Sabarkantha,1108,724,384,641,192,7,10,92,13,74.2,Compensation,0,34.66,Yes
LA102692,Navsari,931,579,352,867,66,5,14,21,15,76.0,Acquisition,40,37.81,Yes
LA102693,Patan,1370,656,714,1257,628,3,12,45,22,69.9,Compensation,50,52.12,Yes
LA102694,Rajkot,666,395,271,501,244,5,9,4,6,80.5,Acquisition,17,40.69,Yes
LA102695,Anand,1406,940,466,1086,246,6,9,31,20,68.5,Compensation,35,33.14,Yes
LA102696,Gandhinagar,586,391,195,630,177,7,8,47,15,75.4,Compensation,61,33.28,Yes
LA102697,Ahmedabad,235,136,99,196,22,2,6,39,4,76.9,Compensation,9,42.13,No
LA102698,Valsad,655,374,281,850,205,6,8,45,16,75.0,Compensation,48,42.9,Yes
LA102699,Ahmedabad,236,146,90,153,22,2,5,33,3,81.9,Acquisition,19,38.14,No
LA102700,Anand,221,194,27,236,78,2,8,3,12,90.0,Handover,123,12.22,No
LA102701,Amreli,1328,1098,230,922,166,4,10,15,23,84.9,Handover,22,17.32,No
LA102702,Sabarkantha,1203,1054,149,1234,90,3,5,2,22,93.0,Handover,0,12.39,No
LA102703,Jamnagar,370,170,200,387,146,1,11,13,11,57.5,Compensation,9,54.05,Yes
LA102704,Banaskantha,1265,846,419,1427,514,5,7,127,25,73.1,Acquisition,1,33.12,Yes
LA102705,Surat,149,74,75,139,35,4,6,0,2,78.1,Acquisition,31,50.34,Yes
LA102706,Ahmedabad,462,345,117,466,111,5,10,37,10,83.4,Acquisition,30,25.32,No
LA102707,Patan,1074,953,121,766,50,4,12,57,19,89.1,Acquisition,35,11.27,No
LA102708,Jamnagar,490,276,214,474,123,6,9,14,5,67.1,Objection,4,43.67,No
LA102709,Vadodara,1109,620,489,982,347,7,5,48,11,68.3,Compensation,16,44.09,No
LA102710,Junagadh,1318,896,422,1515,636,4,3,52,21,85.7,Acquisition,31,32.02,Yes
LA102711,Amreli,145,76,69,136,27,3,7,35,9,70.9,Acquisition,19,47.59,No
LA102712,Amreli,84,60,24,105,22,3,8,54,5,87.7,Acquisition,33,28.57,No
LA102713,Kheda,1413,1186,227,1319,276,3,8,35,17,92.4,Acquisition,20,16.07,Yes
LA102714,Rajkot,805,390,415,614,60,4,5,39,15,66.4,Compensation,71,51.55,Yes
LA102715,Panchmahal,784,320,464,624,99,4,11,41,11,71.7,Compensation,36,59.18,No
LA102716,Sabarkantha,722,371,351,427,144,4,5,21,8,57.4,Compensation,70,48.61,Yes
LA102717,Banaskantha,679,418,261,703,109,6,9,5,13,69.2,Compensation,0,38.44,Yes
LA102718,Bhavnagar,1051,525,526,1364,220,3,13,18,24,60.1,Objection,11,50.05,No
LA102719,Rajkot,891,515,376,1107,92,2,9,28,19,79.1,Acquisition,51,42.2,No
LA102720,Sabarkantha,287,175,112,271,53,4,4,53,8,78.0,Compensation,44,39.02,No
LA102721,Patan,959,468,491,697,349,7,6,12,5,57.6,Objection,11,51.2,Yes
LA102722,Valsad,1019,777,242,1352,752,5,5,7,14,87.2,Handover,14,23.75,No
LA102723,Bhavnagar,214,136,78,129,20,1,9,24,4,82.4,Acquisition,0,36.45,No
LA102724,Jamnagar,596,558,38,542,75,5,7,8,8,91.4,Handover,0,6.38,No
LA102725,Patan,1197,662,535,1581,223,8,6,125,15,76.0,Compensation,0,44.7,Yes
LA102726,Gandhinagar,947,385,562,856,295,7,11,13,9,82.2,Objection,19,59.35,No
LA102727,Kheda,247,153,94,162,22,2,10,9,5,73.6,Acquisition,70,38.06,Yes
LA102728,Ahmedabad,108,72,36,85,15,5,5,0,5,77.6,Compensation,37,33.33,No
LA102729,Amreli,893,600,293,973,252,10,7,3,14,78.6,Acquisition,66,32.81,No
LA102730,Amreli,719,606,113,494,131,1,5,3,9,91.1,Handover,0,15.72,No
LA102731,Mehsana,1444,1008,436,1645,222,6,6,7,18,86.6,Compensation,37,30.19,Yes
LA102732,Mehsana,807,648,159,762,259,5,7,64,8,81.7,Acquisition,0,19.7,No
LA102733,Anand,1401,592,809,1192,160,9,9,15,18,68.8,Objection,58,57.74,No
LA102734,Bharuch,360,222,138,276,22,4,9,8,6,74.2,Acquisition,10,38.33,No
LA102735,Morbi,699,495,204,902,215,8,6,6,12,88.2,Acquisition,34,29.18,No
LA102736,Junagadh,252,219,33,229,125,2,10,5,6,87.9,Acquisition,22,13.1,No
LA102737,Bharuch,883,469,414,1073,343,9,10,0,20,73.5,Acquisition,34,46.89,Yes
